delivery_risk,delivery_status,late_delivery_risk,customer_segment,department_name,order_item_profit_ratio,order_item_quantity,order_status,shipping_mode,order_year,order_month,order_day,order_hour,order_minute,order_weekend,ship_year,ship_month,ship_day,ship_hour,ship_minute,ship_weekend
3,Late delivery,1,Consumer,Apparel,-1.600000024,1,PENDING_PAYMENT,Second Class,2016,6,11,5,44,1,2016,6,16,5,44,0
2,Late delivery,1,Consumer,Apparel,0.349999994,4,ON_HOLD,Second Class,2015,3,22,21,36,1,2015,3,26,21,36,0
-2,Advance shipping,0,Home Office,Fan Shop,0.109999999,1,COMPLETE,Standard Class,2015,9,23,5,45,0,2015,9,25,5,45,0
-2,Advance shipping,0,Consumer,Footwear,-0.219999999,4,PENDING,Standard Class,2017,9,4,12,49,0,2017,9,6,12,49,0
0,Shipping on time,0,Consumer,Golf,-0.680000007,2,PROCESSING,Same Day,2017,1,14,9,28,1,2017,1,14,21,28,1
-1,Advance shipping,0,Consumer,Footwear,0.100000001,1,COMPLETE,Standard Class,2016,9,12,22,15,0,2016,9,15,22,15,0
1,Late delivery,1,Corporate,Golf,0.090000004,5,PROCESSING,Standard Class,2016,6,4,19,35,1,2016,6,9,19,35,0
-1,Shipping canceled,0,Corporate,Golf,0.25,3,CANCELED,Standard Class,2016,9,7,5,37,0,2016,9,10,5,37,1
1,Late delivery,1,Consumer,Fan Shop,0.460000008,1,ON_HOLD,First Class,2015,12,29,1,56,0,2015,12,31,1,56,0
0,Shipping on time,0,Consumer,Discs Shop,-1.700000048,1,PENDING_PAYMENT,Standard Class,2018,1,6,8,26,1,2018,1,10,8,26,0
2,Late delivery,1,Consumer,Fan Shop,0.159999996,1,PENDING_PAYMENT,Standard Class,2017,3,5,21,39,1,2017,3,11,21,39,1
-2,Advance shipping,0,Home Office,Apparel,0.270000011,1,PENDING_PAYMENT,Standard Class,2015,9,4,20,19,0,2015,9,6,20,19,1
0,Shipping on time,0,Home Office,Fan Shop,0.379999995,1,CLOSED,Standard Class,2016,5,15,0,0,1,2016,5,19,0,0,0
1,Late delivery,1,Consumer,Fan Shop,-0.039999999,1,COMPLETE,First Class,2016,12,21,17,54,0,2016,12,23,17,54,0
0,Shipping on time,0,Home Office,Fan Shop,0.029999999,1,COMPLETE,Standard Class,2015,12,11,4,4,0,2015,12,15,4,4,0
1,Late delivery,1,Home Office,Fan Shop,0.5,1,CLOSED,First Class,2015,2,17,9,13,0,2015,2,19,9,13,0
3,Late delivery,1,Home Office,Fan Shop,-0.090000004,2,COMPLETE,Second Class,2017,6,8,9,47,0,2017,6,13,9,47,0
3,Shipping canceled,0,Corporate,Apparel,-0.180000007,1,CANCELED,Second Class,2017,4,2,21,58,1,2017,4,7,21,58,0
1,Late delivery,1,Corporate,Footwear,0.460000008,5,PENDING_PAYMENT,Same Day,2016,8,20,22,6,1,2016,8,21,10,6,1
0,Shipping canceled,0,Corporate,Apparel,0.49000001,1,CANCELED,Same Day,2016,5,16,3,40,0,2016,5,16,15,40,0
1,Late delivery,1,Corporate,Fan Shop,0.460000008,2,COMPLETE,Same Day,2017,9,26,18,2,0,2017,9,27,6,2,0
0,Shipping on time,0,Consumer,Apparel,-0.829999983,1,COMPLETE,Standard Class,2015,4,1,2,19,0,2015,4,5,2,19,1
2,Late delivery,1,Corporate,Footwear,0.469999999,1,PROCESSING,Standard Class,2016,7,6,12,11,0,2016,7,12,12,11,0
-1,Advance shipping,0,Consumer,Fan Shop,0.100000001,1,COMPLETE,Standard Class,2016,3,25,18,27,0,2016,3,28,18,27,0
1,Late delivery,1,Corporate,Fan Shop,0.340000004,1,CLOSED,Standard Class,2017,7,23,15,51,1,2017,7,28,15,51,0
1,Late delivery,1,Corporate,Golf,0.349999994,3,PENDING_PAYMENT,Same Day,2015,11,2,20,4,0,2015,11,3,8,4,0
0,Shipping on time,0,Home Office,Fan Shop,0.109999999,4,CLOSED,Same Day,2015,1,26,3,59,0,2015,1,26,15,59,0
-1,Advance shipping,0,Consumer,Fan Shop,0.379999995,1,COMPLETE,Standard Class,2015,1,31,16,4,1,2015,2,3,16,4,0
2,Late delivery,1,Corporate,Apparel,-0.039999999,1,CLOSED,Second Class,2015,4,11,4,3,1,2015,4,15,4,3,0
4,Late delivery,1,Consumer,Golf,0.340000004,1,CLOSED,Second Class,2016,7,20,5,30,0,2016,7,26,5,30,0
-2,Advance shipping,0,Corporate,Fan Shop,0.460000008,1,COMPLETE,Standard Class,2017,5,22,13,50,0,2017,5,24,13,50,0
0,Shipping on time,0,Corporate,Golf,0.280000001,3,CLOSED,Standard Class,2016,6,22,5,54,0,2016,6,26,5,54,1
0,Shipping on time,0,Home Office,Apparel,0.079999998,2,PROCESSING,Same Day,2017,2,8,3,18,0,2017,2,8,15,18,0
-2,Advance shipping,0,Home Office,Golf,0.5,2,PROCESSING,Standard Class,2016,1,3,22,26,1,2016,1,5,22,26,0
4,Late delivery,1,Corporate,Golf,0.239999995,3,COMPLETE,Second Class,2016,7,6,19,11,0,2016,7,12,19,11,0
1,Late delivery,1,Consumer,Fan Shop,0.360000014,1,PENDING_PAYMENT,Standard Class,2015,11,12,13,44,0,2015,11,17,13,44,0
4,Late delivery,1,Corporate,Apparel,-0.039999999,1,PENDING,Second Class,2017,9,20,20,51,0,2017,9,26,20,51,0
4,Late delivery,1,Consumer,Footwear,0.25999999,2,CLOSED,Second Class,2015,4,16,19,38,0,2015,4,22,19,38,0
-1,Advance shipping,0,Consumer,Fan Shop,-0.25,1,CLOSED,Standard Class,2017,3,24,4,17,0,2017,3,27,4,17,0
-1,Advance shipping,0,Corporate,Apparel,-0.25,1,PENDING,Standard Class,2017,3,19,10,25,1,2017,3,22,10,25,0
1,Late delivery,1,Corporate,Apparel,0.280000001,4,COMPLETE,Standard Class,2015,11,18,9,53,0,2015,11,23,9,53,0
2,Late delivery,1,Home Office,Golf,0.270000011,5,COMPLETE,Standard Class,2016,2,5,2,35,0,2016,2,11,2,35,0
-2,Advance shipping,0,Home Office,Golf,0.330000013,4,CLOSED,Standard Class,2015,6,29,18,29,0,2015,7,1,18,29,0
0,Shipping on time,0,Home Office,Apparel,0.300000012,2,PENDING_PAYMENT,Same Day,2016,7,3,5,42,1,2016,7,3,17,42,1
-1,Advance shipping,0,Home Office,Fan Shop,0.109999999,1,PENDING,Standard Class,2016,7,22,21,16,0,2016,7,25,21,16,0
2,Late delivery,1,Home Office,Apparel,0.07,1,COMPLETE,Standard Class,2015,11,6,2,11,0,2015,11,12,2,11,0
2,Late delivery,1,Consumer,Apparel,0.310000002,1,COMPLETE,Second Class,2015,2,20,5,53,0,2015,2,24,5,53,0
1,Late delivery,1,Consumer,Apparel,0.079999998,1,PROCESSING,First Class,2015,1,26,23,15,0,2015,1,28,23,15,0
2,Late delivery,1,Corporate,Fan Shop,0.389999986,1,COMPLETE,Standard Class,2016,3,12,0,26,1,2016,3,18,0,26,0
2,Late delivery,1,Consumer,Footwear,0.340000004,1,COMPLETE,Standard Class,2017,3,22,2,32,0,2017,3,28,2,32,0
4,Late delivery,1,Consumer,Fan Shop,0.189999998,2,PENDING,Second Class,2017,6,1,23,59,0,2017,6,7,23,59,0
0,Shipping on time,0,Corporate,Golf,0.360000014,1,COMPLETE,Second Class,2016,9,16,20,29,0,2016,9,18,20,29,1
2,Late delivery,1,Consumer,Fitness,0.360000014,3,PENDING,Standard Class,2017,8,6,14,47,1,2017,8,12,14,47,1
-1,Advance shipping,0,Home Office,Footwear,-0.200000003,3,COMPLETE,Standard Class,2015,3,24,17,3,0,2015,3,27,17,3,0
1,Late delivery,1,Corporate,Fan Shop,0.479999989,1,COMPLETE,First Class,2017,2,3,21,42,0,2017,2,5,21,42,1
-1,Advance shipping,0,Corporate,Apparel,0.189999998,1,CLOSED,Standard Class,2017,2,18,21,30,1,2017,2,21,21,30,0
-1,Advance shipping,0,Consumer,Fan Shop,0.360000014,1,PROCESSING,Standard Class,2015,7,1,5,52,0,2015,7,4,5,52,1
4,Late delivery,1,Corporate,Footwear,0.340000004,4,CLOSED,Second Class,2016,9,18,1,55,1,2016,9,24,1,55,1
1,Late delivery,1,Consumer,Fan Shop,0.349999994,5,PROCESSING,First Class,2015,4,26,9,7,1,2015,4,28,9,7,0
-2,Advance shipping,0,Corporate,Discs Shop,0.109999999,1,PENDING_PAYMENT,Standard Class,2017,11,25,8,30,1,2017,11,27,8,30,0
-1,Advance shipping,0,Consumer,Golf,-1.330000043,1,COMPLETE,Standard Class,2017,9,19,8,46,0,2017,9,22,8,46,0
-1,Shipping canceled,0,Consumer,Golf,0.310000002,2,SUSPECTED_FRAUD,Standard Class,2016,11,26,10,45,1,2016,11,29,10,45,0
2,Late delivery,1,Consumer,Fan Shop,0.100000001,3,COMPLETE,Standard Class,2016,3,16,6,2,0,2016,3,22,6,2,0
2,Late delivery,1,Consumer,Fan Shop,-0.300000012,2,PENDING_PAYMENT,Second Class,2015,11,4,10,57,0,2015,11,8,10,57,1
1,Late delivery,1,Consumer,Golf,0.079999998,3,COMPLETE,Second Class,2017,8,8,23,32,0,2017,8,11,23,32,0
0,Shipping on time,0,Corporate,Outdoors,-0.100000001,1,PENDING_PAYMENT,Standard Class,2016,9,23,23,6,0,2016,9,27,23,6,0
2,Shipping canceled,0,Home Office,Golf,0.289999992,2,CANCELED,Standard Class,2015,5,22,20,59,0,2015,5,28,20,59,0
2,Late delivery,1,Consumer,Golf,0.340000004,3,COMPLETE,Second Class,2016,7,6,18,29,0,2016,7,10,18,29,1
0,Shipping on time,0,Consumer,Apparel,-0.239999995,1,COMPLETE,Standard Class,2015,4,3,5,7,0,2015,4,7,5,7,0
-1,Advance shipping,0,Consumer,Outdoors,0.479999989,3,PENDING_PAYMENT,Standard Class,2015,11,26,22,8,0,2015,11,29,22,8,1
4,Late delivery,1,Corporate,Apparel,0.310000002,1,CLOSED,Second Class,2015,3,7,16,12,1,2015,3,13,16,12,0
-2,Advance shipping,0,Corporate,Apparel,0.449999988,1,PENDING_PAYMENT,Standard Class,2017,8,5,0,36,1,2017,8,7,0,36,0
1,Late delivery,1,Home Office,Footwear,0.479999989,4,PENDING_PAYMENT,First Class,2015,12,18,1,5,0,2015,12,20,1,5,1
0,Shipping on time,0,Consumer,Footwear,-0.140000001,3,COMPLETE,Standard Class,2015,1,14,18,1,0,2015,1,18,18,1,1
-1,Advance shipping,0,Consumer,Footwear,-0.200000003,5,PROCESSING,Standard Class,2016,2,25,19,1,0,2016,2,28,19,1,1
2,Late delivery,1,Consumer,Apparel,0.100000001,1,PENDING_PAYMENT,Standard Class,2015,9,10,23,7,0,2015,9,16,23,7,0
1,Shipping canceled,0,Home Office,Golf,0.330000013,1,CANCELED,Standard Class,2015,10,26,4,50,0,2015,10,31,4,50,1
1,Late delivery,1,Corporate,Fan Shop,0.370000005,1,PENDING_PAYMENT,Second Class,2015,6,20,15,52,1,2015,6,23,15,52,0
3,Late delivery,1,Consumer,Apparel,0.360000014,4,CLOSED,Second Class,2015,6,7,11,31,1,2015,6,12,11,31,0
-1,Advance shipping,0,Corporate,Fan Shop,0.389999986,5,PROCESSING,Standard Class,2017,8,21,23,21,0,2017,8,24,23,21,0
3,Late delivery,1,Consumer,Fan Shop,0.079999998,1,PENDING_PAYMENT,Second Class,2015,9,4,9,6,0,2015,9,9,9,6,0
0,Shipping on time,0,Corporate,Fan Shop,0.449999988,1,COMPLETE,Second Class,2015,5,2,3,51,1,2015,5,4,3,51,0
2,Late delivery,1,Corporate,Footwear,0.419999987,2,COMPLETE,Second Class,2017,5,31,15,45,0,2017,6,4,15,45,1
1,Late delivery,1,Consumer,Footwear,0.460000008,4,PROCESSING,Standard Class,2017,1,14,14,22,1,2017,1,19,14,22,0
2,Late delivery,1,Consumer,Footwear,0.460000008,4,PROCESSING,Standard Class,2015,2,24,22,41,0,2015,3,2,22,41,0
-1,Advance shipping,0,Home Office,Apparel,0.460000008,1,PENDING,Standard Class,2016,1,9,6,39,1,2016,1,12,6,39,0
4,Late delivery,1,Corporate,Footwear,0.449999988,5,PENDING_PAYMENT,Second Class,2015,11,4,6,24,0,2015,11,10,6,24,0
-1,Advance shipping,0,Consumer,Apparel,-0.230000004,1,ON_HOLD,Standard Class,2015,4,9,9,40,0,2015,4,12,9,40,1
-1,Advance shipping,0,Consumer,Apparel,0.039999999,2,PROCESSING,Standard Class,2015,8,10,4,4,0,2015,8,13,4,4,0
1,Late delivery,1,Consumer,Footwear,0.340000004,3,PENDING_PAYMENT,Second Class,2015,11,2,7,48,0,2015,11,5,7,48,0
0,Shipping on time,0,Consumer,Footwear,-1.700000048,4,COMPLETE,Standard Class,2017,5,10,11,45,0,2017,5,14,11,45,1
1,Late delivery,1,Consumer,Apparel,0.280000001,1,PENDING,First Class,2015,2,18,22,42,0,2015,2,20,22,42,0
-2,Advance shipping,0,Corporate,Fan Shop,0.180000007,1,PENDING,Standard Class,2016,5,15,11,33,1,2016,5,17,11,33,0
-2,Advance shipping,0,Corporate,Golf,-0.270000011,2,COMPLETE,Standard Class,2017,4,20,7,35,0,2017,4,22,7,35,1
-1,Advance shipping,0,Corporate,Golf,0.059999999,4,PENDING,Standard Class,2016,8,18,12,39,0,2016,8,21,12,39,1
1,Late delivery,1,Consumer,Fan Shop,0.159999996,4,CLOSED,Standard Class,2015,4,6,7,2,0,2015,4,11,7,2,1
1,Late delivery,1,Consumer,Fan Shop,-0.230000004,1,PROCESSING,Standard Class,2015,12,26,3,31,1,2015,12,31,3,31,0
-2,Advance shipping,0,Corporate,Golf,0.419999987,2,COMPLETE,Standard Class,2017,1,1,11,45,1,2017,1,3,11,45,0
1,Shipping canceled,0,Corporate,Apparel,0.460000008,3,SUSPECTED_FRAUD,Standard Class,2016,8,29,19,7,0,2016,9,3,19,7,1
-2,Advance shipping,0,Corporate,Fan Shop,0.300000012,1,COMPLETE,Standard Class,2017,7,1,20,47,1,2017,7,3,20,47,0
2,Late delivery,1,Consumer,Footwear,-0.400000006,5,CLOSED,Standard Class,2017,8,26,2,29,1,2017,9,1,2,29,0
1,Late delivery,1,Consumer,Fan Shop,-0.800000012,1,COMPLETE,Standard Class,2017,4,26,20,32,0,2017,5,1,20,32,0
2,Late delivery,1,Consumer,Apparel,-0.230000004,1,COMPLETE,Standard Class,2016,1,16,2,37,1,2016,1,22,2,37,0
2,Late delivery,1,Consumer,Golf,-0.270000011,3,PROCESSING,Standard Class,2017,1,14,7,43,1,2017,1,20,7,43,0
4,Late delivery,1,Home Office,Footwear,0.5,5,PROCESSING,Second Class,2015,5,28,6,37,0,2015,6,3,6,37,0
2,Late delivery,1,Corporate,Golf,0.300000012,2,PENDING_PAYMENT,Standard Class,2017,4,30,7,13,1,2017,5,6,7,13,1
-2,Advance shipping,0,Consumer,Footwear,-0.200000003,3,PENDING_PAYMENT,Standard Class,2017,5,3,9,8,0,2017,5,5,9,8,0
-2,Advance shipping,0,Consumer,Golf,0.460000008,4,COMPLETE,Standard Class,2015,2,6,8,21,0,2015,2,8,8,21,1
0,Shipping on time,0,Consumer,Apparel,-1.700000048,1,COMPLETE,Standard Class,2016,4,19,23,9,0,2016,4,23,23,9,1
1,Late delivery,1,Home Office,Golf,0.090000004,3,PENDING,Second Class,2016,11,8,17,5,0,2016,11,11,17,5,0
-2,Advance shipping,0,Corporate,Golf,0.109999999,2,PENDING,Standard Class,2017,9,5,22,6,0,2017,9,7,22,6,0
-2,Advance shipping,0,Home Office,Fan Shop,0.129999995,1,PENDING_PAYMENT,Standard Class,2016,6,1,4,42,0,2016,6,3,4,42,0
3,Late delivery,1,Consumer,Golf,-0.129999995,3,PENDING,Second Class,2015,3,26,22,18,0,2015,3,31,22,18,0
1,Late delivery,1,Corporate,Apparel,0.07,1,PENDING,First Class,2017,10,24,10,39,0,2017,10,26,10,39,0
2,Late delivery,1,Consumer,Apparel,0.49000001,2,PENDING_PAYMENT,Second Class,2015,3,24,10,23,0,2015,3,28,10,23,1
1,Late delivery,1,Corporate,Fan Shop,-0.300000012,2,COMPLETE,Standard Class,2015,8,1,22,49,1,2015,8,6,22,49,0
-2,Advance shipping,0,Consumer,Fan Shop,0.289999992,1,PROCESSING,Standard Class,2016,11,20,10,46,1,2016,11,22,10,46,0
-2,Advance shipping,0,Home Office,Fan Shop,-0.189999998,1,PENDING_PAYMENT,Standard Class,2016,5,9,8,25,0,2016,5,11,8,25,0
1,Late delivery,1,Corporate,Golf,0.360000014,4,PENDING,First Class,2015,5,2,2,48,1,2015,5,4,2,48,0
0,Shipping on time,0,Consumer,Fan Shop,0.469999999,1,COMPLETE,Second Class,2015,8,2,20,32,1,2015,8,4,20,32,0
1,Late delivery,1,Consumer,Apparel,0.349999994,1,ON_HOLD,Same Day,2015,5,26,17,29,0,2015,5,27,5,29,0
0,Shipping on time,0,Consumer,Footwear,0.449999988,5,ON_HOLD,Second Class,2015,10,1,11,42,0,2015,10,3,11,42,1
-1,Advance shipping,0,Consumer,Golf,0.349999994,4,CLOSED,Standard Class,2016,7,16,12,52,1,2016,7,19,12,52,0
1,Late delivery,1,Home Office,Fan Shop,0.239999995,3,PENDING_PAYMENT,Standard Class,2016,7,4,2,2,0,2016,7,9,2,2,1
-2,Advance shipping,0,Consumer,Golf,0.310000002,3,PAYMENT_REVIEW,Standard Class,2016,1,29,20,17,0,2016,1,31,20,17,1
-1,Advance shipping,0,Consumer,Fan Shop,0.01,1,PENDING,Standard Class,2017,3,30,16,11,0,2017,4,2,16,11,1
1,Shipping canceled,0,Corporate,Apparel,0.100000001,1,CANCELED,First Class,2017,8,9,4,27,0,2017,8,11,4,27,0
3,Late delivery,1,Corporate,Apparel,-0.059999999,1,PENDING_PAYMENT,Second Class,2015,7,4,2,53,1,2015,7,9,2,53,0
1,Late delivery,1,Consumer,Apparel,0.330000013,1,PENDING_PAYMENT,Standard Class,2015,9,28,0,40,0,2015,10,3,0,40,1
2,Late delivery,1,Consumer,Golf,0.109999999,4,COMPLETE,Second Class,2015,9,25,18,1,0,2015,9,29,18,1,0
1,Late delivery,1,Corporate,Outdoors,0.349999994,5,PENDING_PAYMENT,First Class,2015,5,30,4,31,1,2015,6,1,4,31,0
0,Shipping on time,0,Consumer,Fan Shop,-0.699999988,2,PENDING_PAYMENT,Standard Class,2017,2,23,10,27,0,2017,2,27,10,27,0
-1,Advance shipping,0,Corporate,Apparel,0.439999998,3,COMPLETE,Standard Class,2016,2,4,8,1,0,2016,2,7,8,1,1
-2,Advance shipping,0,Consumer,Fan Shop,0.460000008,1,ON_HOLD,Standard Class,2016,9,3,4,55,1,2016,9,5,4,55,0
0,Shipping on time,0,Consumer,Apparel,0.129999995,1,COMPLETE,Standard Class,2015,8,26,0,32,0,2015,8,30,0,32,1
3,Late delivery,1,Consumer,Fan Shop,0.460000008,5,COMPLETE,Second Class,2015,10,24,10,47,1,2015,10,29,10,47,0
1,Late delivery,1,Consumer,Fan Shop,0.349999994,1,COMPLETE,Standard Class,2016,4,25,17,53,0,2016,4,30,17,53,1
-2,Advance shipping,0,Home Office,Apparel,-0.01,4,PENDING,Standard Class,2015,5,1,6,50,0,2015,5,3,6,50,1
1,Late delivery,1,Corporate,Apparel,0.090000004,1,PENDING_PAYMENT,First Class,2016,4,3,10,55,1,2016,4,5,10,55,0
3,Late delivery,1,Home Office,Fan Shop,0.280000001,1,PENDING,Second Class,2016,1,3,12,58,1,2016,1,8,12,58,0
1,Late delivery,1,Home Office,Fan Shop,0.25,1,PROCESSING,Second Class,2015,10,21,8,31,0,2015,10,24,8,31,1
2,Late delivery,1,Home Office,Golf,0.360000014,5,COMPLETE,Standard Class,2015,2,10,6,36,0,2015,2,16,6,36,0
1,Late delivery,1,Home Office,Fan Shop,0.479999989,1,COMPLETE,Second Class,2016,3,27,17,45,1,2016,3,30,17,45,0
0,Shipping on time,0,Consumer,Fan Shop,0.289999992,1,PENDING_PAYMENT,Same Day,2017,9,16,7,12,1,2017,9,16,19,12,1
1,Late delivery,1,Consumer,Fan Shop,0.109999999,1,PENDING_PAYMENT,First Class,2017,7,2,21,19,1,2017,7,4,21,19,0
-1,Advance shipping,0,Consumer,Outdoors,0.090000004,5,PROCESSING,Standard Class,2015,7,26,22,29,1,2015,7,29,22,29,0
1,Late delivery,1,Consumer,Apparel,0.109999999,1,CLOSED,First Class,2015,1,16,14,52,0,2015,1,18,14,52,1
2,Late delivery,1,Corporate,Apparel,-0.479999989,1,COMPLETE,Standard Class,2016,10,7,20,38,0,2016,10,13,20,38,0
1,Late delivery,1,Consumer,Golf,0.479999989,1,COMPLETE,Standard Class,2015,9,24,0,19,0,2015,9,29,0,19,0
3,Late delivery,1,Consumer,Footwear,-0.25,5,PROCESSING,Second Class,2016,6,18,2,24,1,2016,6,23,2,24,0
0,Shipping on time,0,Consumer,Fan Shop,0.49000001,1,CLOSED,Second Class,2015,7,30,20,43,0,2015,8,1,20,43,1
3,Late delivery,1,Home Office,Fan Shop,0.49000001,1,PENDING,Second Class,2015,9,2,23,49,0,2015,9,7,23,49,0
-1,Advance shipping,0,Corporate,Footwear,0.449999988,3,COMPLETE,Standard Class,2016,2,18,11,51,0,2016,2,21,11,51,1
1,Late delivery,1,Consumer,Apparel,0.310000002,1,COMPLETE,Standard Class,2016,6,18,11,9,1,2016,6,23,11,9,0
-1,Advance shipping,0,Corporate,Outdoors,0.340000004,1,PENDING_PAYMENT,Standard Class,2017,4,26,2,19,0,2017,4,29,2,19,1
0,Shipping on time,0,Consumer,Golf,-0.699999988,4,COMPLETE,Standard Class,2017,1,2,2,28,0,2017,1,6,2,28,0
2,Late delivery,1,Home Office,Golf,0.49000001,1,PENDING_PAYMENT,Second Class,2016,8,13,15,38,1,2016,8,17,15,38,0
-1,Advance shipping,0,Consumer,Fan Shop,-2.700000048,1,COMPLETE,Standard Class,2017,5,30,9,37,0,2017,6,2,9,37,0
3,Late delivery,1,Corporate,Golf,-0.01,3,CLOSED,Second Class,2015,12,24,16,29,0,2015,12,29,16,29,0
4,Late delivery,1,Consumer,Golf,0.439999998,1,PROCESSING,Second Class,2016,1,23,13,17,1,2016,1,29,13,17,0
1,Late delivery,1,Home Office,Apparel,0.109999999,1,COMPLETE,First Class,2016,12,27,0,2,0,2016,12,29,0,2,0
1,Late delivery,1,Consumer,Fan Shop,-0.200000003,1,COMPLETE,Standard Class,2017,4,27,14,3,0,2017,5,2,14,3,0
0,Shipping on time,0,Consumer,Outdoors,0.090000004,1,PENDING,Second Class,2017,8,9,0,56,0,2017,8,11,0,56,0
1,Late delivery,1,Consumer,Fan Shop,0.079999998,1,PENDING,First Class,2016,5,22,13,7,1,2016,5,24,13,7,0
1,Late delivery,1,Consumer,Apparel,0.479999989,1,CLOSED,Second Class,2015,7,15,23,43,0,2015,7,18,23,43,1
1,Shipping canceled,0,Consumer,Apparel,-0.109999999,1,SUSPECTED_FRAUD,First Class,2017,9,15,1,25,0,2017,9,17,1,25,1
-2,Advance shipping,0,Consumer,Golf,0.469999999,1,COMPLETE,Standard Class,2015,10,25,15,31,1,2015,10,27,15,31,0
2,Shipping canceled,0,Consumer,Fan Shop,0.289999992,4,CANCELED,Standard Class,2015,2,1,8,53,1,2015,2,7,8,53,1
-1,Advance shipping,0,Corporate,Fan Shop,0.270000011,1,COMPLETE,Standard Class,2017,8,11,2,20,0,2017,8,14,2,20,0
-1,Advance shipping,0,Consumer,Apparel,0.340000004,3,PENDING_PAYMENT,Standard Class,2017,7,20,1,19,0,2017,7,23,1,19,1
1,Shipping canceled,0,Consumer,Apparel,0.360000014,1,SUSPECTED_FRAUD,Standard Class,2017,5,28,11,2,1,2017,6,2,11,2,0
-1,Advance shipping,0,Corporate,Fan Shop,0.189999998,1,PROCESSING,Standard Class,2016,4,14,18,26,0,2016,4,17,18,26,1
1,Late delivery,1,Corporate,Apparel,-0.730000019,4,COMPLETE,Second Class,2016,4,23,23,9,1,2016,4,26,23,9,0
2,Late delivery,1,Consumer,Footwear,-0.800000012,1,PENDING,Standard Class,2016,2,1,14,30,0,2016,2,7,14,30,1
-2,Advance shipping,0,Consumer,Footwear,0.01,4,COMPLETE,Standard Class,2015,8,13,10,32,0,2015,8,15,10,32,1
1,Late delivery,1,Corporate,Outdoors,0.079999998,1,PENDING_PAYMENT,First Class,2015,8,19,22,48,0,2015,8,21,22,48,0
1,Late delivery,1,Consumer,Fan Shop,0.289999992,4,CLOSED,First Class,2016,5,3,8,25,0,2016,5,5,8,25,0
1,Late delivery,1,Corporate,Apparel,0.270000011,1,CLOSED,Same Day,2016,10,23,15,21,1,2016,10,24,3,21,0
-1,Advance shipping,0,Corporate,Outdoors,0.079999998,2,PENDING_PAYMENT,Standard Class,2015,12,26,2,49,1,2015,12,29,2,49,0
-2,Advance shipping,0,Consumer,Golf,0.340000004,3,PENDING,Standard Class,2017,8,25,11,5,0,2017,8,27,11,5,1
-1,Shipping canceled,0,Home Office,Fan Shop,0.449999988,1,SUSPECTED_FRAUD,Standard Class,2017,5,21,3,9,1,2017,5,24,3,9,0
1,Late delivery,1,Consumer,Golf,-0.730000019,5,COMPLETE,First Class,2016,4,23,9,8,1,2016,4,25,9,8,0
1,Late delivery,1,Consumer,Apparel,0.340000004,4,COMPLETE,Standard Class,2017,6,30,23,4,0,2017,7,5,23,4,0
2,Late delivery,1,Consumer,Golf,0.109999999,5,PENDING_PAYMENT,Standard Class,2015,4,14,18,35,0,2015,4,20,18,35,0
2,Late delivery,1,Corporate,Fan Shop,-1.429999948,1,PENDING,Standard Class,2016,10,12,12,45,0,2016,10,18,12,45,0
1,Late delivery,1,Consumer,Fan Shop,-0.039999999,1,PENDING_PAYMENT,First Class,2015,4,14,10,11,0,2015,4,16,10,11,0
1,Late delivery,1,Consumer,Apparel,0.25999999,5,COMPLETE,Same Day,2016,1,8,20,9,0,2016,1,9,8,9,1
-1,Advance shipping,0,Home Office,Apparel,0.25999999,4,PENDING_PAYMENT,Standard Class,2015,11,16,20,23,0,2015,11,19,20,23,0
2,Late delivery,1,Consumer,Golf,0.449999988,3,PENDING,Second Class,2017,4,9,20,2,1,2017,4,13,20,2,0
0,Shipping on time,0,Consumer,Apparel,0.140000001,1,PENDING,Standard Class,2017,2,16,19,3,0,2017,2,20,19,3,0
1,Late delivery,1,Corporate,Fan Shop,0.25999999,5,PROCESSING,Second Class,2016,7,14,1,19,0,2016,7,17,1,19,1
3,Late delivery,1,Consumer,Fan Shop,0.159999996,1,COMPLETE,Second Class,2015,9,17,8,55,0,2015,9,22,8,55,0
1,Late delivery,1,Corporate,Golf,0.02,5,COMPLETE,First Class,2016,11,2,18,51,0,2016,11,4,18,51,0
1,Late delivery,1,Corporate,Fan Shop,0.300000012,1,PENDING_PAYMENT,First Class,2016,8,3,3,2,0,2016,8,5,3,2,0
1,Late delivery,1,Consumer,Fan Shop,0.25999999,1,PENDING,Standard Class,2017,3,25,0,15,1,2017,3,30,0,15,0
-2,Advance shipping,0,Consumer,Golf,-1.649999976,1,PENDING_PAYMENT,Standard Class,2017,7,6,16,24,0,2017,7,8,16,24,1
1,Late delivery,1,Home Office,Fan Shop,-0.660000026,1,COMPLETE,Standard Class,2017,4,18,11,5,0,2017,4,23,11,5,1
1,Late delivery,1,Corporate,Fan Shop,0.280000001,1,COMPLETE,First Class,2016,9,30,5,3,0,2016,10,2,5,3,1
3,Late delivery,1,Home Office,Golf,0.449999988,3,CLOSED,Second Class,2016,2,11,21,9,0,2016,2,16,21,9,0
4,Late delivery,1,Corporate,Outdoors,0.349999994,1,PENDING,Second Class,2015,3,12,8,18,0,2015,3,18,8,18,0
0,Shipping on time,0,Consumer,Fan Shop,-0.730000019,1,PENDING,Same Day,2017,9,17,0,0,1,2017,9,17,12,0,1
0,Shipping on time,0,Corporate,Golf,0.460000008,5,CLOSED,Standard Class,2016,5,13,19,58,0,2016,5,17,19,58,0
